1000005633,1802
1000013826,48
1000005635,100
1000005637,98
1000013830,185
1000005639,29
1000013832,544
1000002981,3840
1000005643,1205
1000005645,14
1000013838,93
1000005647,340
1000005648,41
1000005650,280
1000005652,25
1000005654,218
1000005656,124
1000005658,301
1000005660,548
1000005662,160
1000005664,33
1000005666,449
1000016621,328
1000005668,456
1000013419,15
1000005670,82
1000005672,160
1000013866,26
1000005676,26
1000005678,135
1000005680,112
1000005682,241
1000015182,212
1000016936,868
1000005688,114
1000005690,34
1000005558,84
1000005692,255
1000005694,70
1000004277,200
1000005698,52
1000005700,320
1000005704,268
1000004279,16
1000005708,2976
1000005710,28
1000005712,1503
1000005714,7448
1000005716,604
1000005718,420
1000013912,18
1000005722,11387
1000005724,5003
1000005726,91
1000016623,96
1000005728,58
1000005730,438
1000005732,12310
1000005734,1775
1000005736,367
1000005738,1263
1000005740,1932
1000013842,76
1000013934,636
1000005744,2859
1000005746,1755
1000002439,584
1000005750,42
1000005752,198
1000005754,597
1000005756,1217
1000005758,434
1000005760,6172
1000005762,2640
1000004349,700
1000005764,400
1000005766,1052
1000005768,174
1000005770,2280
1000013964,16
1000005774,664
1000005776,2418
1000005778,824
1000016579,93
1000005780,1128
1000003999,441
1000005782,3863
1000005784,284
1000005786,259
1000007023,266
1000005788,84
1000013850,48
1000005790,738
1000005792,254
1000005794,687
1000005796,12208
1000005798,232
1000005800,7062
1000005806,435
1000022191,20
1000005808,2818
1000005810,233
1000022195,127
1000005812,48
1000018888,76
1000005814,844
1000005816,138
1000005818,1855
1000022203,98
1000005820,812
1000022205,983
1000005822,880
1000014015,195
1000005824,61
1000013856,124
1000005826,800
1000014019,2377
1000005828,3576
1000022213,1026
1000005830,2269
1000022215,146
1000005832,1103
1000005834,913
1000005836,310
1000013858,792
1000005838,526
1000004301,1360
1000014032,4166
1000022225,151
1000005842,7258
1000005844,91
1000022229,21
1000005846,232
1000022231,92
1000005848,4820
1000013860,54
1000005850,15336
1000004303,4391
1000005852,50
1000005854,855
1000014047,22416
1000005856,888
1000014049,2478
1000005858,803
1000014051,2923
1000005860,474
1000013862,2698
1000005862,304
1000022247,606
1000005864,1449
1000005866,1758
1000001575,157
1000005868,240
1000005870,995
1000014065,290
1000005874,27942
1000014067,648
1000005876,2280
1000014069,24
1000005878,6248
1000014071,583
1000005880,3473
1000014073,1054
1000005882,15712
1000014075,1653
1000004353,103
1000014077,1056
1000014079,555
1000005888,1348
1000014081,1693
1000005890,5712
1000014083,994
1000005892,2157
1000014085,744
1000005894,2884
1000014087,1209
1000005896,1490
1000013868,48
1000005898,1267
1000012537,36
1000005900,422
1000005902,8090
1000005904,255
1000005906,101
1000005908,851
1000013870,294
1000005910,28882
1000004313,6440
1000005912,209
